CustomerID,Churn Value,ChurnProbability,RiskTier
7318-RSZFL,0,0.28481995835193596,Low
5415-DRBXC,0,0.01859955371126046,Low
1993-EXWXV,0,0.5211883248064847,Medium
9311-MALFG,0,0.42159832183199714,Medium
7220-EIKBS,0,0.18611287346766503,Low
7865-OAULG,0,0.05170244311142298,Low
9527-WLLXE,0,0.049532826019022966,Low
4680-OJICG,1,0.6809694112303882,Medium
4222-VIEWJ,0,0.28754614012233803,Low
9278-CAXCA,0,0.3941992671339998,Low
6788-IMKHM,0,0.16427274007957776,Low
3338-FFDNO,0,0.054645156452064775,Low
1157-LTAHY,1,0.46407035994696705,Medium
4841-ANKFB,0,0.16181454576728455,Low
8952-VRAWM,0,0.2477222191835996,Low
5278-WLGGY,0,0.13759870767007856,Low
5903-PPFKY,0,0.06353368014734316,Low
2308-YHHAR,0,0.27544863779985074,Low
3871-LPQYO,0,0.006237019502877485,Low
2600-SBVHS,0,0.009519924503235024,Low
2411-KSQAA,0,0.12260792229282613,Low
9826-NWBMO,0,0.020466155146071818,Low
9287-SQHZI,1,0.8472412030303295,High
3504-SZWEV,0,0.006959572994660661,Low
4180-FYYJA,0,0.3658611351557653,Low
2888-OBFDY,1,0.40881600697205916,Medium
4196-JKAOX,0,0.462143304710686,Medium
8321-GAUVX,0,0.20035697001279817,Low
6194-MTRTH,0,0.08505820750743713,Low
9127-ACROO,0,0.03367550009277602,Low
9180-WSECD,0,0.18924207728322004,Low
6525-SUCHI,0,0.1575027996286257,Low
6691-BVCNY,0,0.2402126772726746,Low
2747-ROVPW,0,0.24655703514665311,Low
4625-ERZLV,0,0.4778169338609881,Medium
8895-QUOUI,1,0.26300999375682754,Low
5734-CFPSA,0,0.30075542508362063,Low
1620-ANIBU,0,0.0058014791432101824,Low
5755-ARXKY,0,0.21803138777091446,Low
4751-CDBHK,1,0.8763059735395207,High
4998-MWAXG,0,0.08191474665019567,Low
9581-DCDHY,0,0.03270230282110744,Low
5165-EQNST,0,0.07521551842705468,Low
8073-DMQOZ,0,0.2832372690325889,Low
9644-VGNUG,0,0.1472588942493649,Low
7405-GDGYZ,1,0.08716053820367146,Low
8697-HUFDG,0,0.6320024331659738,Medium
2256-QRACM,0,0.04853703944113444,Low
2019-VKKAS,0,0.09222627422500784,Low
7492-TOHCI,1,0.3254243494046395,Low
5891-DBFBA,1,0.8925329252495982,High
5368-TMCIA,1,0.8302228007209259,High
6595-GKXPT,0,0.05585898352783618,Low
4147-YSNPQ,0,0.5115452298304123,Medium
2440-GRLUN,0,0.11995771680322653,Low
1592-RPJUJ,0,0.08194807489611251,Low
2031-DXJKH,0,0.13123439615530816,Low
7639-PXXZI,0,0.6947643596737962,Medium
6254-JSTGW,0,0.16769502591044913,Low
3610-ZWAKK,0,0.024952050831391213,Low
8401-SBVFJ,0,0.007228087656188194,Low
2530-ENCCU,1,0.9237423645605115,High
4094-QZBUC,1,0.528446206603206,Medium
7844-HDFJS,0,0.3157673013210532,Low
7124-SAZLC,0,0.046747097577584086,Low
9356-UCLXR,0,0.09013668651212062,Low
2750-SEJFS,0,0.14956535122139913,Low
9380-BPGTD,0,0.6469060083723277,Medium
4297-FWCPD,0,0.03075101986874895,Low
6397-TTAUH,0,0.009562405880879872,Low
7136-ZDJWD,1,0.5395264248888034,Medium
3347-OZHKU,0,0.840645381696234,High
2079-IIKOF,0,0.024140921108002887,Low
4522-XVYRP,1,0.10721056244684612,Low
2920-EOKUA,0,0.02383442920524862,Low
9020-EKJYS,1,0.8410892910824972,High
1323-WRBUA,1,0.2726511802937202,Low
4825-EAORM,0,0.07064704958617556,Low
4082-NDBEB,0,0.010429317415624384,Low
7921-PEOMC,0,0.13075429087609894,Low
9732-YTVOU,1,0.029281810750691153,Low
5753-EEWLS,1,0.2314813154531734,Low
2303-LCFCF,0,0.6060076234557036,Medium
6458-AFRDO,0,0.07465723874194977,Low
8803-UDDSJ,0,0.03734264025685418,Low
4752-MPLAC,1,0.584422902838787,Medium
1000-GVZMA,0,0.07612685008611657,Low
1641-VIWNW,0,0.009151906107220921,Low
2219-WOLNI,0,0.31130009197623226,Low
6424-UVZKT,0,0.249151271920623,Low
8996-AMSLC,1,0.5148408727458003,Medium
6900-KQAAP,0,0.40762211661374614,Medium
9840-QYWHC,0,0.025768690970681244,Low
6026-QUNXV,1,0.10976606849138576,Low
6272-OAURX,0,0.08282525356522293,Low
1837-DRMPL,0,0.008813498066349247,Low
6765-RETMO,0,0.5165503748162962,Medium
6560-THAEZ,0,0.3954210606169164,Low
3003-GWGMJ,1,0.5399057278250758,Medium
6948-PNNVP,1,0.8729092782980258,High
5575-XCVFI,1,0.5083147024734023,Medium
1119-OVJRK,0,0.1577770151575286,Low
7832-ZSIVA,0,0.07726470627342405,Low
9881-VQQGL,0,0.3728013272863115,Low
1912-IPJUW,0,0.13786171382907256,Low
6053-IHOSD,1,0.345173654644486,Low
5031-LHGVL,0,0.01697598527772847,Low
6188-AHFIV,0,0.03355871732765275,Low
6144-XKUEV,0,0.1538209042368596,Low
6493-BRMAW,1,0.543327612870705,Medium
5831-PPCIS,0,0.24583414557814853,Low
4048-XILLA,1,0.6011835448521347,Medium
8306-DMXZF,0,0.1483762821059465,Low
4385-OSGOV,1,0.5986031499434901,Medium
7859-VXWNZ,1,0.5710415664750105,Medium
5449-SYBYV,0,0.07183176883289971,Low
9971-UEHAP,0,0.033240848717994056,Low
4935-MTVBX,1,0.7069402656552112,High
4362-TPLFE,0,0.04556951498229982,Low
7579-IFAVK,1,0.0867486086172514,Low
4134-JPMOH,0,0.05810107988938817,Low
3667-WLZVS,1,0.3622796469979569,Low
5934-VBMSC,1,0.17875949319679407,Low
2641-BMOMB,1,0.31942850284622737,Low
5377-XAUHB,1,0.8573714754376262,High
1456-AKMQC,1,0.9149010013093615,High
6886-TBRDL,1,0.751104145139597,High
6952-WNLVF,1,0.9573503100510568,High
2846-MDAJD,0,0.2585730098537978,Low
6732-OMMCK,1,0.24795288412209235,Low
1641-JRZHG,0,0.0974768051945477,Low
7024-XHVIQ,0,0.019794082847745517,Low
2888-GZKAU,0,0.5403569264429064,Medium
2145-CVJDZ,0,0.04776338226741701,Low
3525-QGPST,1,0.049881695676934075,Low
4700-QVVTK,0,0.3426461660590567,Low
5779-ZGSUM,1,0.2778944592803363,Low
8793-LVQBV,1,0.7113912449456674,High
7280-FSNYH,0,0.4610194460582311,Medium
3371-BUZRJ,0,0.30933186516132305,Low
8907-GSPWZ,1,0.6475301033759407,Medium
4235-CETJD,0,0.696937446855406,Medium
8334-QDSQZ,0,0.04038553665224818,Low
9887-ZXURO,0,0.23200649565480003,Low
8132-ZDDMH,1,0.2867839314182496,Low
5786-IUXHU,0,0.09296746193231495,Low
1958-USSMC,1,0.18310634617734486,Low
8579-CMEWO,1,0.4939367532569084,Medium
5570-IUFSZ,1,0.31230850078822087,Low
3394-RIYXI,0,0.34801384935957136,Low
3078-CSXDV,0,0.4127273348963223,Medium
7795-MFQPV,0,0.1877702633569742,Low
6077-BFJMJ,1,0.2230075617298794,Low
8912-HRJZX,0,0.15665570329000236,Low
8060-TQPOA,0,0.0399113531148661,Low
9435-ZNWKC,0,0.31479702798151676,Low
8509-NYFMR,0,0.016907647069688315,Low
2235-ZPETW,1,0.5225255863151459,Medium
4362-PTDNO,1,0.5321954356372379,Medium
3711-HQTKD,1,0.15802022942982877,Low
8080-EAIVT,0,0.6700355217538833,Medium
3758-NYSTC,1,0.4629131989747385,Medium
3169-CZIMO,1,0.810183491713263,High
5705-BXJXT,0,0.0319039243220829,Low
7271-SZHIR,0,0.4242114095817174,Medium
3090-UAXJA,0,0.1743733541902617,Low
6423-HHMPD,0,0.24396157758040338,Low
1435-LJPTP,0,0.2668193574303126,Low
1938-ZSBTW,0,0.0061315916317384,Low
6118-VXZYF,0,0.06262419381111121,Low
1312-QROGY,1,0.5704993263462389,Medium
4673-TQXSQ,0,0.22621901128452648,Low
8560-BSPUF,0,0.057794135406132166,Low
6391-HDOAC,0,0.02136036357682366,Low
5767-XSACL,0,0.02417894468167179,Low
4863-BGDOR,0,0.4613212308981315,Medium
4514-OFWAN,0,0.03670795234114853,Low
3893-LNQYO,1,0.6600596381965804,Medium
3047-NNWOW,0,0.2537787922702331,Low
6842-OIGCO,0,0.19510321334458772,Low
9291-AYWLI,0,0.0356402544494925,Low
6224-WALBQ,1,0.2050649939219657,Low
1689-ITTFN,0,0.38447522303416026,Low
2659-PAVAP,0,0.038405890864735476,Low
4648-FODPQ,0,0.1604150134642043,Low
5120-JLYTA,0,0.10902301590722395,Low
3605-AGUWL,0,0.15137930329905203,Low
7202-JMVHI,1,0.46886425059945996,Medium
2229-FAVWK,0,0.36751751325137294,Low
6339-GBNEW,0,0.05206210681788894,Low
3515-TGDOE,0,0.40137946879769987,Medium
4594-HWNSP,0,0.04828874949239639,Low
9195-LWXXS,0,0.3024485543086903,Low
9819-TIEFO,0,0.509732998895129,Medium
2486-GQIRZ,0,0.5898572771415672,Medium
1790-QVDUN,1,0.5697302709878754,Medium
6655-BLJDT,0,0.009546509533221547,Low
5549-WETPQ,0,0.48011256124239077,Medium
3789-RGTLM,0,0.11544451882486506,Low
6225-CJFZK,0,0.030398102042743763,Low
1053-AXEAF,0,0.03318724870327388,Low
2950-CZBSV,0,0.4889849355190791,Medium
6799-DSIKG,0,0.13930956575276787,Low
8057-PEKUY,0,0.4684630843533304,Medium
9454-DWOTK,1,0.3733032694202172,Low
6861-GNFKK,0,0.12333159296478308,Low
8790-QQHLM,1,0.6581173165113134,Medium
8062-EBNVT,0,0.014105410131378173,Low
8295-KFRAX,1,0.1685128983782844,Low
7422-NFGZA,0,0.2842276379149384,Low
1082-JFRBU,1,0.7319342856618518,High
8043-FPRWT,0,0.04114834408832243,Low
9662-DPUGF,0,0.16362153412198766,Low
1833-ZWDGL,0,0.15581339327773713,Low
9040-VWVQH,0,0.7825014024790868,High
6435-MYLTE,1,0.743209401838161,High
7148-LLTMB,0,0.1682096237506822,Low
4499-ZYPQG,0,0.08703661514785999,Low
8022-PAYWC,0,0.1751636814670562,Low
4758-TTEBZ,0,0.0728446594285829,Low
9043-TRRLR,1,0.5318885183193361,Medium
3731-CIHHM,0,0.12137958700400442,Low
2179-KMELR,0,0.4539867575377109,Medium
4707-ASPKA,0,0.6702149899824987,Medium
1800-CWILS,0,0.7659498753275712,High
6896-BYGTV,1,0.5987910298697097,Medium
5848-EOGWT,1,0.6298841358757568,Medium
8411-VEAQP,0,0.18243126277583566,Low
8790-QUJDA,0,0.5816441648450604,Medium
4920-ANKGP,1,0.48540631643643817,Medium
7114-BMYHU,0,0.32153984950414993,Low
4031-HWJWR,0,0.1900086393347018,Low
8310-VXOYB,0,0.051401381271639617,Low
5425-KCWUT,1,0.0783646557747126,Low
6700-PJRZG,0,0.025409709084710227,Low
4047-CXNPG,0,0.012947930993302926,Low
1329-UWITO,1,0.13880772461670124,Low
6781-EPEFJ,0,0.057704102083219605,Low
2930-XAXEW,0,0.040796367264650704,Low
4027-XOMDL,0,0.06581591972794694,Low
6017-ZGCGG,0,0.05506149473165283,Low
9530-DZCVK,0,0.28260772885613433,Low
1489-PSVEQ,0,0.5935066599615103,Medium
6122-LXLJN,1,0.9221324747643583,High
9358-WSCHA,1,0.1643693747584153,Low
1854-VVCLH,0,0.1902906557668243,Low
1654-JCTZK,0,0.01902980663383389,Low
3186-MZERC,0,0.08084097903109927,Low
3704-LJEUR,0,0.013718813797179692,Low
4918-KBRFH,1,0.146694658061808,Low
8742-QSGNA,1,0.25016096281118455,Low
3209-UMQUY,0,0.5515925363575787,Medium
1733-PZFWP,0,0.011437309398814766,Low
3861-UWDRY,0,0.44681636774635375,Medium
6996-ODLXU,0,0.12416920724881507,Low
5052-IUZHV,0,0.01211249335652473,Low
3771-VZRMI,0,0.43345128364274954,Medium
1538-BVRFO,0,0.0659719081837328,Low
8907-QXDBR,0,0.05235020764063425,Low
6241-RZCYB,1,0.14498428248114362,Low
5726-VRFPX,0,0.09746357367465384,Low
2829-YQCIW,0,0.31882620936136236,Low
4041-YKIWU,1,0.4706294867867148,Medium
3144-UGXAR,1,0.5765393184344614,Medium
2394-RZRLV,1,0.13491868443179067,Low
2756-OZJAL,0,0.033396070642478494,Low
5357-VUIUD,0,0.0958650257442794,Low
2702-PSUQD,1,0.20877866696213263,Low
7076-LGIVE,0,0.5515925998802578,Medium
6032-CSDYW,0,0.5991460152465516,Medium
8698-JUDHD,0,0.01843594709926157,Low
1486-JOWAK,1,0.05672929800442123,Low
7426-FTOOD,0,0.15648544196862746,Low
2513-WWLPO,0,0.03812105288751205,Low
5633-SODCW,1,0.16858950725497845,Low
7663-FBFPP,0,0.02294894361892245,Low
2523-EFLGL,0,0.5206287669996327,Medium
1128-YXIUN,1,0.7480726597909461,High
1281-HBSUQ,0,0.09970408326896142,Low
1061-GMDCH,0,0.5080296168595536,Medium
6324-CZLEA,0,0.4903331268619963,Medium
9609-PWUZX,0,0.35444769816789734,Low
7894-WWGPZ,0,0.34230456328243436,Low
8804-CCFTK,0,0.32149652148188507,Low
6657-DBUHB,1,0.9025208527850302,High
2944-IKXFP,1,0.2756027600021553,Low
3473-MHIPP,0,0.12553629270527628,Low
2213-EGXIP,0,0.2703460186590718,Low
5041-JALZY,0,0.15271316551459685,Low
3703-NHXOX,0,0.21974894005474735,Low
8685-ILOGV,0,0.05864948477910556,Low
6092-FMVKS,1,0.6065733201546034,Medium
9853-IZKOU,0,0.09419923758881633,Low
1611-SORYM,0,0.01181968652566741,Low
9330-OFQEX,0,0.03715003459770933,Low
2370-MVAMN,0,0.15807569537365737,Low
4042-RIJHQ,0,0.0732546500974632,Low
8942-EKFGZ,0,0.032044629762056895,Low
7392-YQRSQ,0,0.055592517448970605,Low
8396-ICMAB,1,0.17573019363893633,Low
1455-CSPYH,0,0.031023356806097184,Low
3979-MUYSN,0,0.5101014255309199,Medium
9801-EMGEK,0,0.4509375031915742,Medium
7886-IVPSG,0,0.15228222681376954,Low
8767-FJURH,0,0.12802306059175877,Low
3374-LLBGE,1,0.6467524079000672,Medium
2390-JARRF,0,0.018525344764428627,Low
8876-PIFLY,0,0.19977191832870578,Low
1031-AKXHT,0,0.1655517391360674,Low
6167-FXENR,0,0.06567747438151228,Low
7079-WSRDH,0,0.1602542647229972,Low
4118-JCCLS,0,0.15517692478892103,Low
8984-YMXLM,1,0.8765791673018866,High
2883-QIMYO,0,0.06338044363490855,Low
3726-RTPBF,1,0.4983224588973789,Medium
2154-YIMXZ,0,0.3284218002536269,Low
2973-WSPER,0,0.22064839263488237,Low
6514-LPFQD,0,0.23220990492751262,Low
3576-MEXXM,0,0.02926264585449159,Low
6124-HFYKY,0,0.2806777573016231,Low
1603-CMULV,1,0.7861800080143329,High
2194-WLHQU,0,0.250974641714964,Low
9355-CSINM,0,0.2072771045910461,Low
7929-KHMRW,0,0.07662189204691366,Low
1045-OBQQW,0,0.2855534956236045,Low
2732-URRQO,0,0.09848547958754282,Low
1572-VKCPY,0,0.06033067278579567,Low
7420-GVWIN,0,0.02183969707126532,Low
8529-EJLAE,1,0.7096664101409441,High
6489-GGHDQ,0,0.31521559433055957,Low
3324-QVMXF,0,0.03604208365515666,Low
9654-IHZLT,0,0.08316619293000364,Low
8221-LIMKK,0,0.26321859931174324,Low
3135-XOURJ,1,0.2727957943216778,Low
3865-ZAHTO,0,0.05439593540474654,Low
6548-AFPIM,0,0.3268145194975519,Low
9613-QQFPY,0,0.18335380167609824,Low
6756-UYXIH,0,0.1848587617929582,Low
3527-UJVUR,0,0.01989530021368317,Low
2088-SFOFB,0,0.47286974923417424,Medium
6726-LQMJA,0,0.06032030111148389,Low
3485-WTMAZ,0,0.16058343316359844,Low
7647-AFEXY,0,0.028424820823964237,Low
4722-EQHDG,0,0.27437919398104815,Low
3284-BSJOO,1,0.29102912721951124,Low
7933-TOVOA,1,0.7721720821502858,High
8723-ULKXL,1,0.5770604290134002,Medium
4349-TIKUF,0,0.1284968110745361,Low
1103-IEJBP,0,0.10480170592592512,Low
5608-HQDAM,1,0.08243287802371284,Low
2453-WHLHL,0,0.3348916659534076,Low
